studyName,Sample Number,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Species
PAL0708,378,Anvers,Dream,"Adult, 1 Egg Stage",N89A1,Yes,11/28/07,50.73630750648346,19.527333534642917,193.3641041126378,3281.820520563189,MALE,9.08458,-24.54903,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,379,Anvers,Dream,"Adult, 1 Egg Stage",N96A1,Yes,11/21/09,54.60544727190996,19.265594832170244,205.11386411354204,4015.717799053816,MALE,9.93727,-24.59513,No Comments,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,380,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,Yes,11/27/09,46.94000516184708,18.247428792650588,201.0171413823294,3400.0,FEMALE,9.46819,-24.40753,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,381,Anvers,Dream,"Adult, 1 Egg Stage",N98A1,Yes,11/26/07,45.8016768786813,16.953783236963048,194.44539884355652,3650.0,FEMALE,9.61734,-24.66188,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,382,Anvers,Dream,"Adult, 1 Egg Stage",N73A2,Yes,11/27/09,49.47790186048961,18.449858445829776,197.50707770851125,3412.464611457444,FEMALE,9.32105,-24.64162,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,383,Anvers,Dream,"Adult, 1 Egg Stage",N66A2,Yes,11/14/08,52.12546390775012,19.84103829230356,197.41038292303563,3714.740426924109,FEMALE,8.72037,-24.57994,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,384,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,Yes,11/28/07,50.88443693552318,18.2,196.0222045541722,3756.111221536424,MALE,8.63701,-24.25255,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,385,Anvers,Dream,"Adult, 1 Egg Stage",N92A2,Yes,11/21/09,50.93136055035252,19.005918348942465,203.0,4088.5600917254183,MALE,9.8059,-24.38933,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,386,Anvers,Dream,"Adult, 1 Egg Stage",N90A1,Yes,11/27/09,42.96187945897276,17.31539598196576,187.3079196393152,3353.84899549144,FEMALE,8.799865,-24.48403,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,387,Anvers,Dream,"Adult, 1 Egg Stage",N64A1,Yes,11/21/07,55.942764684312245,17.828975145291377,185.3462717937065,3692.756213677156,FEMALE,8.72037,-24.80526,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,388,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/21/09,55.17123697970938,19.7516336138238,206.838778712746,3991.9389356373,MALE,7.6322,-23.78767,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,389,Anvers,Dream,"Adult, 1 Egg Stage",N86A1,Yes,11/19/09,50.92812093906297,17.991393051954653,195.7890929570277,3673.242441308564,FEMALE,9.65061,-24.48153,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,390,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/28/07,47.13614995035215,18.295939810217792,179.72691658392026,3250.0,FEMALE,8.85664,-24.55644,No Comments,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,391,Anvers,Dream,"Adult, 1 Egg Stage",N73A1,Yes,11/22/07,46.396744132161466,16.79327699479166,190.4663849739583,3631.670187825521,FEMALE,9.35138,-24.6879,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,392,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,11/21/09,49.73725812467578,18.67146059018772,200.84314531168943,3800.0,MALE,8.68747,-24.404,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,393,Anvers,Dream,"Adult, 1 Egg Stage",N68A2,Yes,11/28/07,49.63742954617062,18.94110162306973,199.60734415379824,3795.0918019224778,MALE,9.63074,-24.84059,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,394,Anvers,Dream,"Adult, 1 Egg Stage",N75A2,Yes,11/27/09,46.418657005888605,18.469400958779776,190.37314011777207,3459.328502944302,FEMALE,9.46819,-24.45721,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,395,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,11/19/09,45.7,17.032232300453007,194.78511799697995,3644.627949924499,FEMALE,8.799865,-24.90024,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,396,Anvers,Dream,"Adult, 1 Egg Stage",N71A1,Yes,11/23/09,48.36523741604573,19.17081603544817,188.24750259639737,3276.9671120957823,FEMALE,9.74144,-24.54704,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,397,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/26/07,46.684464093098434,16.692559844835937,188.6148803103281,3650.0,FEMALE,9.26715,-24.31912,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,398,Anvers,Dream,"Adult, 1 Egg Stage",N88A1,Yes,11/21/09,47.07407132027543,18.118208270160665,195.207817400153,3300.0,FEMALE,9.56534,-24.59467,No Comments,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,399,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,11/17/09,51.17279861001125,19.26399305005627,197.36399305005628,3692.049913125704,FEMALE,9.37369,-24.57994,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0809,400,Anvers,Dream,"Adult, 1 Egg Stage",N95A2,Yes,11/14/08,46.37894288301956,17.98804153962214,191.5597923018893,3502.751298113192,FEMALE,9.32105,-24.65786,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,401,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,11/21/09,47.7624693289639,18.369837906354856,193.22793516254197,3794.3016209364514,MALE,9.74492,-24.404,No Comments,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,402,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/27/09,49.18337246180201,17.670843115450502,190.57289221137376,3400.0,FEMALE,8.9399,-24.40753,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,403,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/21/07,50.25477932770851,19.40900738296125,196.90992617038756,3909.099261703876,MALE,9.53262,-25.1455,No Comments,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,404,Anvers,Dream,"Adult, 1 Egg Stage",N86A1,Yes,11/17/09,49.38219174976903,17.188584466605075,196.74657524930709,3671.518264581408,FEMALE,9.26715,-24.7557,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,405,Anvers,Dream,"Adult, 1 Egg Stage",N63A1,Yes,11/28/07,46.8742771170346,16.6,191.96523934734404,2701.390426106238,FEMALE,9.35416,-25.01185,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,406,Anvers,Dream,"Adult, 1 Egg Stage",N75A1,Yes,11/26/07,45.44892526974224,17.86827041438186,191.9140215793795,3512.768682564439,FEMALE,9.32105,-24.86594,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,407,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,11/21/09,47.87834951416951,19.192187702204144,197.50446601889269,4108.258899685122,MALE,9.0233,-24.47142,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,408,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/27/09,43.74380373863609,16.63336765685878,189.66529372564875,3344.447304738232,FEMALE,9.74144,-24.60882,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,409,Anvers,Dream,"Adult, 1 Egg Stage",N96A1,Yes,11/25/08,49.28767688160084,19.44006731633316,208.92121169399687,3950.0,MALE,9.70465,-24.36202,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,410,Anvers,Dream,"Adult, 1 Egg Stage",N94A2,Yes,11/21/09,52.42183737415851,19.73376151714036,204.3504606856145,4033.1192414298175,MALE,9.70465,-24.17282,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0809,411,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,11/24/08,55.57734784525882,19.78287291117376,206.9429097039125,3997.145485195626,MALE,9.70465,-24.66867,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,412,Anvers,Dream,"Adult, 1 Egg Stage",N90A1,Yes,12/3/07,42.5,17.106078240787546,187.0,3350.0,FEMALE,9.74144,-24.59467,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0809,413,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,11/21/09,48.09853064258582,18.01053969433893,196.0,3524.060468912832,FEMALE,9.46985,-24.31198,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,414,Anvers,Dream,"Adult, 1 Egg Stage",N99A1,No,11/27/09,49.64664170956939,18.93086825202264,197.59396208220969,3307.4245260276207,FEMALE,9.56534,-24.60882,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0809,415,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/24/08,50.90911119286212,20.300007437382774,210.72725920475855,4618.185198810353,MALE,9.27158,-24.69638,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,416,Anvers,Dream,"Adult, 1 Egg Stage",N75A2,Yes,11/14/08,45.405643583455806,18.71975254209533,188.16930750367425,3525.0,FEMALE,9.36493,-24.86594,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,417,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,11/25/08,45.60653987781839,18.71502108202316,188.3004216404631,3525.9388176264474,FEMALE,9.75486,-24.31198,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,418,Anvers,Dream,"Adult, 1 Egg Stage",N98A1,Yes,11/26/07,47.48408970870936,17.92802990290312,188.5106937749522,3650.0,MALE,9.32169,-24.7557,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,419,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/17/09,49.09944970117848,18.90385209175066,203.54677539982944,4349.724850589239,MALE,9.49283,-24.64335,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,420,Anvers,Dream,"Adult, 1 Egg Stage",N68A2,Yes,11/21/09,50.2,18.73008783098168,199.20351323926707,3782.521957745419,MALE,9.4618,-24.38751,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,421,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,No,11/21/09,47.625425779758885,18.084840494377467,195.5635644493972,3800.0,MALE,9.74492,-24.97134,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,422,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,Yes,11/14/08,51.95285745272464,18.73360349476184,196.96311305264547,3451.844347367726,FEMALE,8.799865,-23.89017,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,423,Anvers,Dream,"Adult, 1 Egg Stage",N95A2,Yes,11/21/09,45.56095643339799,18.46295440155175,194.7808713320402,3515.239108349497,FEMALE,9.32105,-24.86594,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,424,Anvers,Dream,"Adult, 1 Egg Stage",N71A1,No,11/24/08,49.2058938511035,18.2096444836239,197.99464195354227,3312.4330244192784,FEMALE,9.36668,-24.59467,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,425,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/27/09,51.93822549850001,20.58674674725002,209.5366912387501,4781.982437062504,MALE,9.45827,-24.35575,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,426,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,11/22/07,47.67187878541967,18.92786464642366,195.55729292847323,4150.0,MALE,9.98044,-24.38933,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,427,Anvers,Dream,"Adult, 1 Egg Stage",N87A2,Yes,11/28/07,49.658670570166734,18.4385086964867,195.5504046842001,4390.826588596666,MALE,9.36799,-24.64335,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,428,Anvers,Biscoe,"Adult, 1 Egg Stage",N46A2,Yes,11/4/08,50.113610996271575,15.163890037284231,223.1833402237054,5700.0,MALE,8.2554,-26.69166,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,429,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,11/15/09,50.48455840744548,14.170877085980194,218.58245828039608,5300.0,MALE,7.96491,-26.79358,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,430,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,12/1/09,44.7256266053051,14.094073552638813,217.0,4900.0,FEMALE,8.27141,-26.7765,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,431,Anvers,Dream,"Adult, 1 Egg Stage",N16A2,Yes,11/3/08,45.85326684752103,14.597645702456427,215.13949386065204,5000.0,MALE,8.63604,-26.18466,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,432,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/3/08,45.71235660543943,14.395498746025346,210.0,4200.0,FEMALE,8.37615,-26.79053,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,433,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,Yes,11/25/09,48.44263223957549,15.086178949269907,214.26727631341265,5400.0,MALE,8.03659,-26.86127,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,434,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A2,Yes,11/27/07,44.83514401262637,15.94017496054259,215.1924898895193,5222.803499210851,MALE,8.22673,-26.5929,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,435,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/3/08,44.94145749962183,14.591834326646726,218.92587980696507,5000.0,MALE,8.63604,-26.18466,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,436,Anvers,Biscoe,"Adult, 1 Egg Stage",N46A2,Yes,11/22/09,49.16055457033079,15.880358839625805,222.2029359605748,5650.0,MALE,7.92358,-26.84166,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,437,Anvers,Dream,"Adult, 1 Egg Stage",N35A1,Yes,11/3/08,45.3,13.75142344384136,208.9715311231728,4248.576556158639,FEMALE,8.51951,-26.79053,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,438,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,11/18/09,45.78530980179657,13.98530980179657,214.0,4650.0,FEMALE,7.77672,-26.11046,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,439,Anvers,Biscoe,"Adult, 1 Egg Stage",N33A1,Yes,11/15/09,52.09316405074401,17.053549587280003,227.30324380920004,5400.0,MALE,8.03659,-26.15531,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,440,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,11/20/09,50.35433521861273,15.868299337091582,220.39245514809852,6117.736544429568,MALE,8.29226,-26.65931,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,441,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,11/29/07,45.598536618669726,14.948842762893811,214.97685525787625,4700.0,FEMALE,8.64931,-26.44815,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,442,Anvers,Biscoe,"Adult, 1 Egg Stage",N2A2,Yes,11/3/08,48.537371017536806,15.086989681402944,221.93494840701476,5346.747420350736,MALE,8.14776,-26.86127,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,443,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,12/3/07,42.12778615686667,13.540891570197331,210.30668677648,4147.444276862667,FEMALE,8.65015,-26.59467,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,444,Anvers,Dream,"Adult, 1 Egg Stage",N13A2,Yes,11/2/08,44.46186234046579,17.217516879378945,219.0687359338509,5251.718398346272,MALE,8.15426,-27.01854,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,445,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A2,Yes,11/6/08,42.93412185631848,14.2,211.10762917071887,4700.0,MALE,7.63452,-26.9547,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,446,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,11/29/07,48.12584760774397,14.339077246165326,204.82768261504023,4617.384655770666,FEMALE,7.77672,-25.50811,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,447,Anvers,Dream,"Adult, 1 Egg Stage",N60A1,Yes,12/1/09,47.18512134918596,14.521862308794892,212.29301634201917,4727.44180285016,FEMALE,10.721022,-26.22848,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,448,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,12/3/07,49.52626403902204,16.231576697348785,221.36846605302432,6000.0,MALE,8.29226,-26.65931,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,449,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,11/4/08,43.91196950125208,13.73204574812188,208.0,4327.99237531302,FEMALE,8.37615,-25.32176,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,450,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,11/3/08,45.01220382348448,15.2901655886397,218.4135029470179,5050.0,MALE,7.97408,-26.7489,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,451,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A2,Yes,11/27/07,45.69421229213352,15.143729983144652,210.96141528089012,5050.0,FEMALE,8.63488,-26.89644,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,452,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,Yes,11/9/08,52.12434525354652,17.05873377466174,227.86244591553915,5398.280573944239,MALE,8.2345,-25.54456,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,453,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,11/27/07,46.15466020103939,14.081864080415755,216.7279612062364,4377.266989948031,FEMALE,8.14705,-25.32176,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,454,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/27/07,47.80702398528001,14.965803966880031,216.29389990800007,5400.0,MALE,7.96491,-25.39587,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,455,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,11/22/09,47.858792340272565,14.730017827483186,215.96270055918583,4850.0,FEMALE,8.12691,-26.18763,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
